Source,Target,Weight,Cluster_Source,Cluster_Target
URXR,AFDR,4,Sensory core,Periphery
URXR,IL2DL,1,Sensory core,Periphery
URXR,IL2DR,1,Sensory core,Periphery
URXR,IL2L,5,Sensory core,Periphery
URXR,IL2R,5,Sensory core,Periphery
URXR,IL2VL,1,Sensory core,Periphery
URXR,IL2VR,1,Sensory core,Periphery
URXR,OLQDL,1,Sensory core,Periphery
URXR,OLQDR,1,Sensory core,Periphery
URXR,OLQVL,1,Sensory core,Periphery
URXR,OLQVR,1,Sensory core,Periphery
URXR,OLLL,2,Sensory core,Periphery
URXR,OLLR,2,Sensory core,Periphery
URXR,ALML,4,Sensory core,Sensory core
URXR,ALMR,4,Sensory core,Sensory core
URXR,AVM,3,Sensory core,Hubs
URXR,PLNL,1,Sensory core,Periphery
URXR,PLNR,1,Sensory core,Periphery
URXR,FLPL,3,Sensory core,Periphery
URXR,FLPR,3,Sensory core,Periphery
URXR,BAGL,7,Sensory core,Periphery
URXR,BAGR,7,Sensory core,Periphery
URXR,URXL,12,Sensory core,Sensory core
URXR,URXR,12,Sensory core,Sensory core
URXR,AQR,5,Sensory core,Sensory core
URXR,ADEL,1,Sensory core,Periphery
URXR,ADER,1,Sensory core,Periphery
URXR,SDQL,7,Sensory core,Hubs
URXR,SDQR,7,Sensory core,Hubs
URXR,URBL,9,Sensory core,Sensory core
URXR,URBR,9,Sensory core,Sensory core
URXR,DVA,6,Sensory core,Hubs
URXR,AUAL,2,Sensory core,Periphery
URXR,AUAR,2,Sensory core,Periphery
URXR,AIAL,2,Sensory core,Periphery
URXR,AIAR,2,Sensory core,Periphery
URXR,AIBL,3,Sensory core,Sensory core
URXR,AIBR,3,Sensory core,Sensory core
URXR,AIYL,4,Sensory core,Sensory core
URXR,AIYR,4,Sensory core,Sensory core
URXR,AIZL,7,Sensory core,Sensory core
URXR,AIZR,7,Sensory core,Sensory core
URXR,ADAL,3,Sensory core,Periphery
URXR,ADAR,3,Sensory core,Periphery
URXR,AIML,5,Sensory core,Sensory core
URXR,AIMR,5,Sensory core,Sensory core
URXR,AINL,3,Sensory core,Periphery
URXR,AINR,3,Sensory core,Periphery
URXR,ALA,5,Sensory core,Hubs
URXR,BDUL,4,Sensory core,Hubs
URXR,BDUR,4,Sensory core,Hubs
URXR,RIAL,3,Sensory core,Sensory core
URXR,RIAR,3,Sensory core,Sensory core
URXR,RIBL,4,Sensory core,Sensory core
URXR,RIBR,4,Sensory core,Sensory core
URXR,RICL,4,Sensory core,Sensory core
URXR,RICR,4,Sensory core,Sensory core
URXR,RIFL,2,Sensory core,Periphery
URXR,RIFR,2,Sensory core,Periphery
URXR,RIGL,6,Sensory core,Sensory core
URXR,RIGR,6,Sensory core,Sensory core
URXR,RIH,8,Sensory core,Sensory core
URXR,RIR,4,Sensory core,Sensory core
URXR,RIS,2,Sensory core,Periphery
URXR,RMGL,2,Sensory core,Periphery
URXR,RMGR,2,Sensory core,Periphery
URXR,AVFL,5,Sensory core,Hubs
URXR,AVFR,5,Sensory core,Hubs
URXR,AVG,1,Sensory core,Periphery
URXR,AVHL,2,Sensory core,Periphery
URXR,AVHR,2,Sensory core,Periphery
URXR,AVJL,2,Sensory core,Periphery
URXR,AVJR,2,Sensory core,Periphery
URXR,AVKL,7,Sensory core,Hubs
URXR,AVKR,7,Sensory core,Hubs
URXR,AVL,2,Sensory core,Periphery
URXR,PVNL,2,Sensory core,Hubs
URXR,PVNR,2,Sensory core,Hubs
URXR,PVPL,3,Sensory core,Hubs
URXR,PVPR,3,Sensory core,Hubs
URXR,PVQL,8,Sensory core,Hubs
URXR,PVQR,8,Sensory core,Hubs
URXR,PVR,9,Sensory core,Hubs
URXR,PVT,3,Sensory core,Hubs
URXR,RID,5,Sensory core,Hubs
URXR,PVCL,5,Sensory core,Hubs
URXR,PVCR,5,Sensory core,Hubs
URXR,AVAL,2,Sensory core,Hubs
URXR,AVAR,2,Sensory core,Hubs
URXR,AVBL,2,Sensory core,Hubs
URXR,AVBR,2,Sensory core,Hubs
URXR,AVDL,11,Sensory core,Hubs
URXR,AVDR,11,Sensory core,Hubs
URXR,AVEL,5,Sensory core,Hubs
URXR,AVER,5,Sensory core,Hubs
URXR,SAADL,1,Sensory core,Periphery
URXR,SAADR,1,Sensory core,Periphery
URXR,SAAVL,1,Sensory core,Periphery
URXR,SAAVR,1,Sensory core,Periphery
URXR,SABD,7,Sensory core,Sensory core
URXR,SABVL,7,Sensory core,Sensory core
URXR,SABVR,7,Sensory core,Sensory core
URXR,RIML,4,Sensory core,Sensory core
URXR,RIMR,4,Sensory core,Sensory core
URXR,RMDDL,6,Sensory core,Sensory core
URXR,RMDDR,6,Sensory core,Sensory core
URXR,RMDL,3,Sensory core,Sensory core
URXR,RMDR,3,Sensory core,Sensory core
URXR,RMDVL,6,Sensory core,Sensory core
URXR,RMDVR,6,Sensory core,Sensory core
URXR,RMED,4,Sensory core,Hubs
URXR,RMEL,1,Sensory core,Periphery
URXR,RMER,1,Sensory core,Periphery
URXR,RMEV,4,Sensory core,Hubs
URXR,RMFL,2,Sensory core,Sensory core
URXR,RMFR,2,Sensory core,Sensory core
URXR,RMHL,4,Sensory core,Sensory core
URXR,RMHR,4,Sensory core,Sensory core
URXR,RIVL,3,Sensory core,Periphery
URXR,RIVR,3,Sensory core,Periphery
URXR,SMBDL,1,Sensory core,Periphery
URXR,SMBDR,1,Sensory core,Periphery
URXR,SMBVL,1,Sensory core,Periphery
URXR,SMBVR,1,Sensory core,Periphery
URXR,SMDDL,7,Sensory core,Hubs
URXR,SMDDR,7,Sensory core,Hubs
URXR,SMDVL,7,Sensory core,Hubs
URXR,SMDVR,7,Sensory core,Hubs
URXR,URADL,4,Sensory core,Periphery
URXR,URADR,4,Sensory core,Periphery
URXR,URAVL,4,Sensory core,Periphery
URXR,URAVR,4,Sensory core,Periphery
URXR,DA01,10,Sensory core,Hubs
URXR,DA02,10,Sensory core,Hubs
URXR,DA03,10,Sensory core,Hubs
URXR,DA04,10,Sensory core,Hubs
URXR,DB01,9,Sensory core,Hubs
URXR,DB02,8,Sensory core,Hubs
URXR,AS01,3,Sensory core,Hubs
URXR,AS02,3,Sensory core,Hubs
URXR,VA01,3,Sensory core,Hubs
URXR,VA02,3,Sensory core,Hubs
URXR,VA03,3,Sensory core,Hubs
URXR,VA04,3,Sensory core,Hubs
URXR,VB01,6,Sensory core,Hubs
URXR,VB02,5,Sensory core,Hubs
URXR,HSNL,7,Sensory core,Hubs
URXR,HSNR,7,Sensory core,Hubs
URXR,VC01,1,Sensory core,Periphery
URXR,VC02,1,Sensory core,Periphery
URYDL,I1L,3,Periphery,Sensory core
URYDL,I1R,3,Periphery,Sensory core
URYDL,I6,1,Periphery,Periphery
URYDL,M1,2,Periphery,Sensory core
URYDL,NSML,1,Periphery,Periphery
URYDL,NSMR,1,Periphery,Periphery
URYDL,ADFL,1,Periphery,Sensory core
URYDL,ADFR,1,Periphery,Sensory core
URYDL,ASJL,1,Periphery,Periphery
URYDL,ASJR,1,Periphery,Periphery
URYDL,AWAL,1,Periphery,Sensory core
URYDL,AWAR,1,Periphery,Sensory core
URYDL,IL2DL,1,Periphery,Periphery
URYDL,IL2DR,1,Periphery,Periphery
URYDL,IL2VL,1,Periphery,Periphery
URYDL,IL2VR,1,Periphery,Periphery
URYDL,ALML,1,Periphery,Sensory core
URYDL,ALMR,1,Periphery,Sensory core
URYDL,AVM,1,Periphery,Hubs
URYDL,BAGL,2,Periphery,Periphery
URYDL,BAGR,2,Periphery,Periphery
URYDL,URXL,3,Periphery,Sensory core
URYDL,URXR,3,Periphery,Sensory core
URYDL,AQR,1,Periphery,Sensory core
URYDL,SDQL,2,Periphery,Hubs
URYDL,SDQR,2,Periphery,Hubs
URYDL,URBL,2,Periphery,Sensory core
URYDL,URBR,2,Periphery,Sensory core
URYDL,DVA,3,Periphery,Hubs
URYDL,AIBL,1,Periphery,Sensory core
URYDL,AIBR,1,Periphery,Sensory core
URYDL,AIYL,1,Periphery,Sensory core
URYDL,AIYR,1,Periphery,Sensory core
URYDL,AIZL,1,Periphery,Sensory core
URYDL,AIZR,1,Periphery,Sensory core
URYDL,ADAL,2,Periphery,Periphery
URYDL,ADAR,2,Periphery,Periphery
URYDL,AIML,1,Periphery,Sensory core
URYDL,AIMR,1,Periphery,Sensory core
URYDL,AINL,1,Periphery,Periphery
URYDL,AINR,1,Periphery,Periphery
URYDL,ALA,1,Periphery,Hubs
URYDL,RIAL,1,Periphery,Sensory core
URYDL,RIAR,1,Periphery,Sensory core
URYDL,RIBL,1,Periphery,Sensory core
URYDL,RIBR,1,Periphery,Sensory core
URYDL,RICL,1,Periphery,Sensory core
URYDL,RICR,1,Periphery,Sensory core
URYDL,RIH,2,Periphery,Sensory core
URYDL,AVFL,1,Periphery,Hubs
URYDL,AVFR,1,Periphery,Hubs
URYDL,AVHL,2,Periphery,Periphery
URYDL,AVHR,2,Periphery,Periphery
URYDL,AVKL,1,Periphery,Hubs
URYDL,AVKR,1,Periphery,Hubs
URYDL,AVL,1,Periphery,Periphery
URYDL,PVNL,2,Periphery,Hubs
URYDL,PVNR,2,Periphery,Hubs
URYDL,PVPL,1,Periphery,Hubs
URYDL,PVPR,1,Periphery,Hubs
URYDL,PVQL,1,Periphery,Hubs
URYDL,PVQR,1,Periphery,Hubs
URYDL,PVR,2,Periphery,Hubs
URYDL,PVT,1,Periphery,Hubs
URYDL,RID,1,Periphery,Hubs
URYDL,PVCL,3,Periphery,Hubs
URYDL,PVCR,3,Periphery,Hubs
URYDL,AVAL,1,Periphery,Hubs
URYDL,AVAR,1,Periphery,Hubs
URYDL,AVBL,1,Periphery,Hubs
URYDL,AVBR,1,Periphery,Hubs
URYDL,AVDL,3,Periphery,Hubs
URYDL,AVDR,3,Periphery,Hubs
URYDL,SABD,2,Periphery,Sensory core
URYDL,SABVL,2,Periphery,Sensory core
URYDL,SABVR,2,Periphery,Sensory core
URYDL,RIML,1,Periphery,Sensory core
URYDL,RIMR,1,Periphery,Sensory core
URYDL,RMDDL,1,Periphery,Sensory core
URYDL,RMDDR,1,Periphery,Sensory core
URYDL,RMDVL,1,Periphery,Sensory core
URYDL,RMDVR,1,Periphery,Sensory core
URYDL,RMED,1,Periphery,Hubs
URYDL,RMEV,1,Periphery,Hubs
URYDL,RMFL,1,Periphery,Sensory core
URYDL,RMFR,1,Periphery,Sensory core
URYDL,RMHL,1,Periphery,Sensory core
URYDL,RMHR,1,Periphery,Sensory core
URYDL,SMBDL,1,Periphery,Periphery
URYDL,SMBDR,1,Periphery,Periphery
URYDL,SMBVL,1,Periphery,Periphery
URYDL,SMBVR,1,Periphery,Periphery
URYDL,SMDDL,1,Periphery,Hubs
URYDL,SMDDR,1,Periphery,Hubs
URYDL,SMDVL,1,Periphery,Hubs
URYDL,SMDVR,1,Periphery,Hubs
URYDL,URADL,1,Periphery,Periphery
URYDL,URADR,1,Periphery,Periphery
URYDL,URAVL,1,Periphery,Periphery
URYDL,URAVR,1,Periphery,Periphery
URYDL,DA01,3,Periphery,Hubs
URYDL,DA02,3,Periphery,Hubs
URYDL,DA03,3,Periphery,Hubs
URYDL,DA04,3,Periphery,Hubs
URYDL,DB01,2,Periphery,Hubs
URYDL,DB02,2,Periphery,Hubs
URYDL,AS01,1,Periphery,Hubs
URYDL,AS02,1,Periphery,Hubs
URYDL,DD01,1,Periphery,Periphery
URYDL,VA01,2,Periphery,Hubs
URYDL,VA02,2,Periphery,Hubs
URYDL,VA03,2,Periphery,Hubs
URYDL,VA04,2,Periphery,Hubs
URYDL,VB01,1,Periphery,Hubs
URYDL,VB02,2,Periphery,Hubs
URYDL,VD01,1,Periphery,Periphery
URYDL,VD02,1,Periphery,Periphery
URYDL,HSNL,2,Periphery,Hubs
URYDL,HSNR,2,Periphery,Hubs
URYDR,I1L,3,Periphery,Sensory core
URYDR,I1R,3,Periphery,Sensory core
URYDR,I6,1,Periphery,Periphery
URYDR,M1,2,Periphery,Sensory core
URYDR,NSML,1,Periphery,Periphery
URYDR,NSMR,1,Periphery,Periphery
URYDR,ADFL,1,Periphery,Sensory core
URYDR,ADFR,1,Periphery,Sensory core
URYDR,ASJL,1,Periphery,Periphery
URYDR,ASJR,1,Periphery,Periphery
URYDR,AWAL,1,Periphery,Sensory core
URYDR,AWAR,1,Periphery,Sensory core
URYDR,IL2DL,1,Periphery,Periphery
URYDR,IL2DR,1,Periphery,Periphery
URYDR,IL2VL,1,Periphery,Periphery
URYDR,IL2VR,1,Periphery,Periphery
URYDR,ALML,1,Periphery,Sensory core
URYDR,ALMR,1,Periphery,Sensory core
URYDR,AVM,1,Periphery,Hubs
URYDR,BAGL,2,Periphery,Periphery
URYDR,BAGR,2,Periphery,Periphery
URYDR,URXL,3,Periphery,Sensory core
URYDR,URXR,3,Periphery,Sensory core
URYDR,AQR,1,Periphery,Sensory core
URYDR,SDQL,2,Periphery,Hubs
URYDR,SDQR,2,Periphery,Hubs
URYDR,URBL,2,Periphery,Sensory core
URYDR,URBR,2,Periphery,Sensory core
URYDR,DVA,3,Periphery,Hubs
URYDR,AIBL,1,Periphery,Sensory core
URYDR,AIBR,1,Periphery,Sensory core
URYDR,AIYL,1,Periphery,Sensory core
URYDR,AIYR,1,Periphery,Sensory core
URYDR,AIZL,1,Periphery,Sensory core
URYDR,AIZR,1,Periphery,Sensory core
URYDR,ADAL,2,Periphery,Periphery
URYDR,ADAR,2,Periphery,Periphery
URYDR,AIML,1,Periphery,Sensory core
URYDR,AIMR,1,Periphery,Sensory core
URYDR,AINL,1,Periphery,Periphery
URYDR,AINR,1,Periphery,Periphery
URYDR,ALA,1,Periphery,Hubs
URYDR,RIAL,1,Periphery,Sensory core
URYDR,RIAR,1,Periphery,Sensory core
URYDR,RIBL,1,Periphery,Sensory core
URYDR,RIBR,1,Periphery,Sensory core
URYDR,RICL,1,Periphery,Sensory core
URYDR,RICR,1,Periphery,Sensory core
URYDR,RIH,2,Periphery,Sensory core
URYDR,AVFL,1,Periphery,Hubs
URYDR,AVFR,1,Periphery,Hubs
URYDR,AVHL,2,Periphery,Periphery
URYDR,AVHR,2,Periphery,Periphery
URYDR,AVKL,1,Periphery,Hubs
URYDR,AVKR,1,Periphery,Hubs
URYDR,AVL,1,Periphery,Periphery
URYDR,PVNL,2,Periphery,Hubs
URYDR,PVNR,2,Periphery,Hubs
URYDR,PVPL,1,Periphery,Hubs
URYDR,PVPR,1,Periphery,Hubs
URYDR,PVQL,1,Periphery,Hubs
URYDR,PVQR,1,Periphery,Hubs
URYDR,PVR,2,Periphery,Hubs
URYDR,PVT,1,Periphery,Hubs
URYDR,RID,1,Periphery,Hubs
URYDR,PVCL,3,Periphery,Hubs
URYDR,PVCR,3,Periphery,Hubs
URYDR,AVAL,1,Periphery,Hubs
URYDR,AVAR,1,Periphery,Hubs
URYDR,AVBL,1,Periphery,Hubs
URYDR,AVBR,1,Periphery,Hubs
URYDR,AVDL,3,Periphery,Hubs
URYDR,AVDR,3,Periphery,Hubs
URYDR,SABD,2,Periphery,Sensory core
URYDR,SABVL,2,Periphery,Sensory core
URYDR,SABVR,2,Periphery,Sensory core
URYDR,RIML,1,Periphery,Sensory core
URYDR,RIMR,1,Periphery,Sensory core
URYDR,RMDDL,1,Periphery,Sensory core
URYDR,RMDDR,1,Periphery,Sensory core
URYDR,RMDVL,1,Periphery,Sensory core
URYDR,RMDVR,1,Periphery,Sensory core
URYDR,RMED,1,Periphery,Hubs
URYDR,RMEV,1,Periphery,Hubs
URYDR,RMFL,1,Periphery,Sensory core
URYDR,RMFR,1,Periphery,Sensory core
URYDR,RMHL,1,Periphery,Sensory core
URYDR,RMHR,1,Periphery,Sensory core
URYDR,SMBDL,1,Periphery,Periphery
URYDR,SMBDR,1,Periphery,Periphery
URYDR,SMBVL,1,Periphery,Periphery
URYDR,SMBVR,1,Periphery,Periphery
URYDR,SMDDL,1,Periphery,Hubs
URYDR,SMDDR,1,Periphery,Hubs
URYDR,SMDVL,1,Periphery,Hubs
URYDR,SMDVR,1,Periphery,Hubs
URYDR,URADL,1,Periphery,Periphery
URYDR,URADR,1,Periphery,Periphery
URYDR,URAVL,1,Periphery,Periphery
URYDR,URAVR,1,Periphery,Periphery
URYDR,DA01,3,Periphery,Hubs
URYDR,DA02,3,Periphery,Hubs
URYDR,DA03,3,Periphery,Hubs
URYDR,DA04,3,Periphery,Hubs
URYDR,DB01,2,Periphery,Hubs
URYDR,DB02,2,Periphery,Hubs
URYDR,AS01,1,Periphery,Hubs
URYDR,AS02,1,Periphery,Hubs
URYDR,DD01,1,Periphery,Periphery
URYDR,VA01,2,Periphery,Hubs
URYDR,VA02,2,Periphery,Hubs
URYDR,VA03,2,Periphery,Hubs
URYDR,VA04,2,Periphery,Hubs
URYDR,VB01,1,Periphery,Hubs
URYDR,VB02,2,Periphery,Hubs
URYDR,VD01,1,Periphery,Periphery
URYDR,VD02,1,Periphery,Periphery
URYDR,HSNL,2,Periphery,Hubs
URYDR,HSNR,2,Periphery,Hubs
URYVL,I1L,3,Periphery,Sensory core
URYVL,I1R,3,Periphery,Sensory core
URYVL,I6,1,Periphery,Periphery
URYVL,M1,2,Periphery,Sensory core
URYVL,NSML,1,Periphery,Periphery
URYVL,NSMR,1,Periphery,Periphery
URYVL,ADFL,1,Periphery,Sensory core
URYVL,ADFR,1,Periphery,Sensory core
URYVL,ASJL,1,Periphery,Periphery
URYVL,ASJR,1,Periphery,Periphery
URYVL,AWAL,1,Periphery,Sensory core
URYVL,AWAR,1,Periphery,Sensory core
URYVL,IL2DL,1,Periphery,Periphery
URYVL,IL2DR,1,Periphery,Periphery
URYVL,IL2VL,1,Periphery,Periphery
URYVL,IL2VR,1,Periphery,Periphery
URYVL,ALML,1,Periphery,Sensory core
URYVL,ALMR,1,Periphery,Sensory core
URYVL,AVM,1,Periphery,Hubs
URYVL,BAGL,2,Periphery,Periphery
URYVL,BAGR,2,Periphery,Periphery
URYVL,URXL,3,Periphery,Sensory core
URYVL,URXR,3,Periphery,Sensory core
URYVL,AQR,1,Periphery,Sensory core
URYVL,SDQL,2,Periphery,Hubs
URYVL,SDQR,2,Periphery,Hubs
URYVL,URBL,2,Periphery,Sensory core
URYVL,URBR,2,Periphery,Sensory core
URYVL,DVA,3,Periphery,Hubs
URYVL,AIBL,1,Periphery,Sensory core
URYVL,AIBR,1,Periphery,Sensory core
URYVL,AIYL,1,Periphery,Sensory core
URYVL,AIYR,1,Periphery,Sensory core
URYVL,AIZL,1,Periphery,Sensory core
URYVL,AIZR,1,Periphery,Sensory core
URYVL,ADAL,2,Periphery,Periphery
URYVL,ADAR,2,Periphery,Periphery
URYVL,AIML,1,Periphery,Sensory core
URYVL,AIMR,1,Periphery,Sensory core
URYVL,AINL,1,Periphery,Periphery
URYVL,AINR,1,Periphery,Periphery
URYVL,ALA,1,Periphery,Hubs
URYVL,RIAL,1,Periphery,Sensory core
URYVL,RIAR,1,Periphery,Sensory core
URYVL,RIBL,1,Periphery,Sensory core
URYVL,RIBR,1,Periphery,Sensory core
URYVL,RICL,1,Periphery,Sensory core
URYVL,RICR,1,Periphery,Sensory core
URYVL,RIH,2,Periphery,Sensory core
URYVL,AVFL,1,Periphery,Hubs
URYVL,AVFR,1,Periphery,Hubs
URYVL,AVHL,2,Periphery,Periphery
URYVL,AVHR,2,Periphery,Periphery
URYVL,AVKL,1,Periphery,Hubs
URYVL,AVKR,1,Periphery,Hubs
URYVL,AVL,1,Periphery,Periphery
URYVL,PVNL,2,Periphery,Hubs
URYVL,PVNR,2,Periphery,Hubs
URYVL,PVPL,1,Periphery,Hubs
URYVL,PVPR,1,Periphery,Hubs
URYVL,PVQL,1,Periphery,Hubs
URYVL,PVQR,1,Periphery,Hubs
URYVL,PVR,2,Periphery,Hubs
URYVL,PVT,1,Periphery,Hubs
URYVL,RID,1,Periphery,Hubs
URYVL,PVCL,3,Periphery,Hubs
URYVL,PVCR,3,Periphery,Hubs
URYVL,AVAL,1,Periphery,Hubs
URYVL,AVAR,1,Periphery,Hubs
URYVL,AVBL,1,Periphery,Hubs
URYVL,AVBR,1,Periphery,Hubs
URYVL,AVDL,3,Periphery,Hubs
URYVL,AVDR,3,Periphery,Hubs
URYVL,SABD,2,Periphery,Sensory core
URYVL,SABVL,2,Periphery,Sensory core
URYVL,SABVR,2,Periphery,Sensory core
URYVL,RIML,1,Periphery,Sensory core
URYVL,RIMR,1,Periphery,Sensory core
URYVL,RMDDL,1,Periphery,Sensory core
URYVL,RMDDR,1,Periphery,Sensory core
URYVL,RMDVL,1,Periphery,Sensory core
URYVL,RMDVR,1,Periphery,Sensory core
URYVL,RMED,1,Periphery,Hubs
URYVL,RMEV,1,Periphery,Hubs
URYVL,RMFL,1,Periphery,Sensory core
URYVL,RMFR,1,Periphery,Sensory core
URYVL,RMHL,1,Periphery,Sensory core
URYVL,RMHR,1,Periphery,Sensory core
URYVL,SMBDL,1,Periphery,Periphery
URYVL,SMBDR,1,Periphery,Periphery
URYVL,SMBVL,1,Periphery,Periphery
URYVL,SMBVR,1,Periphery,Periphery
URYVL,SMDDL,1,Periphery,Hubs
URYVL,SMDDR,1,Periphery,Hubs
URYVL,SMDVL,1,Periphery,Hubs
URYVL,SMDVR,1,Periphery,Hubs
URYVL,URADL,1,Periphery,Periphery
URYVL,URADR,1,Periphery,Periphery
URYVL,URAVL,1,Periphery,Periphery
URYVL,URAVR,1,Periphery,Periphery
URYVL,DA01,3,Periphery,Hubs
URYVL,DA02,3,Periphery,Hubs
URYVL,DA03,3,Periphery,Hubs
URYVL,DA04,3,Periphery,Hubs
URYVL,DB01,2,Periphery,Hubs
URYVL,DB02,2,Periphery,Hubs
URYVL,AS01,1,Periphery,Hubs
URYVL,AS02,1,Periphery,Hubs
URYVL,DD01,1,Periphery,Periphery
URYVL,VA01,2,Periphery,Hubs
URYVL,VA02,2,Periphery,Hubs
URYVL,VA03,2,Periphery,Hubs
URYVL,VA04,2,Periphery,Hubs
URYVL,VB01,1,Periphery,Hubs
URYVL,VB02,2,Periphery,Hubs
URYVL,VD01,1,Periphery,Periphery
URYVL,VD02,1,Periphery,Periphery
URYVL,HSNL,2,Periphery,Hubs
URYVL,HSNR,2,Periphery,Hubs
URYVR,I1L,3,Periphery,Sensory core
URYVR,I1R,3,Periphery,Sensory core
URYVR,I6,1,Periphery,Periphery
URYVR,M1,2,Periphery,Sensory core
URYVR,NSML,1,Periphery,Periphery
URYVR,NSMR,1,Periphery,Periphery
URYVR,ADFL,1,Periphery,Sensory core
URYVR,ADFR,1,Periphery,Sensory core
URYVR,ASJL,1,Periphery,Periphery
URYVR,ASJR,1,Periphery,Periphery
URYVR,AWAL,1,Periphery,Sensory core
URYVR,AWAR,1,Periphery,Sensory core
URYVR,IL2DL,1,Periphery,Periphery
URYVR,IL2DR,1,Periphery,Periphery
URYVR,IL2VL,1,Periphery,Periphery
URYVR,IL2VR,1,Periphery,Periphery
URYVR,ALML,1,Periphery,Sensory core
URYVR,ALMR,1,Periphery,Sensory core
URYVR,AVM,1,Periphery,Hubs
URYVR,BAGL,2,Periphery,Periphery
URYVR,BAGR,2,Periphery,Periphery
URYVR,URXL,3,Periphery,Sensory core
URYVR,URXR,3,Periphery,Sensory core
URYVR,AQR,1,Periphery,Sensory core
URYVR,SDQL,2,Periphery,Hubs
URYVR,SDQR,2,Periphery,Hubs
URYVR,URBL,2,Periphery,Sensory core
URYVR,URBR,2,Periphery,Sensory core
URYVR,DVA,3,Periphery,Hubs
URYVR,AIBL,1,Periphery,Sensory core
URYVR,AIBR,1,Periphery,Sensory core
URYVR,AIYL,1,Periphery,Sensory core
URYVR,AIYR,1,Periphery,Sensory core
URYVR,AIZL,1,Periphery,Sensory core
URYVR,AIZR,1,Periphery,Sensory core
URYVR,ADAL,2,Periphery,Periphery
URYVR,ADAR,2,Periphery,Periphery
URYVR,AIML,1,Periphery,Sensory core
URYVR,AIMR,1,Periphery,Sensory core
URYVR,AINL,1,Periphery,Periphery
URYVR,AINR,1,Periphery,Periphery
URYVR,ALA,1,Periphery,Hubs
URYVR,RIAL,1,Periphery,Sensory core
URYVR,RIAR,1,Periphery,Sensory core
URYVR,RIBL,1,Periphery,Sensory core
URYVR,RIBR,1,Periphery,Sensory core
URYVR,RICL,1,Periphery,Sensory core
URYVR,RICR,1,Periphery,Sensory core
URYVR,RIH,2,Periphery,Sensory core
URYVR,AVFL,1,Periphery,Hubs
URYVR,AVFR,1,Periphery,Hubs
URYVR,AVHL,2,Periphery,Periphery
URYVR,AVHR,2,Periphery,Periphery
URYVR,AVKL,1,Periphery,Hubs
URYVR,AVKR,1,Periphery,Hubs
URYVR,AVL,1,Periphery,Periphery
URYVR,PVNL,2,Periphery,Hubs
URYVR,PVNR,2,Periphery,Hubs
URYVR,PVPL,1,Periphery,Hubs
URYVR,PVPR,1,Periphery,Hubs
URYVR,PVQL,1,Periphery,Hubs
URYVR,PVQR,1,Periphery,Hubs
URYVR,PVR,2,Periphery,Hubs
URYVR,PVT,1,Periphery,Hubs
URYVR,RID,1,Periphery,Hubs
URYVR,PVCL,3,Periphery,Hubs
URYVR,PVCR,3,Periphery,Hubs
URYVR,AVAL,1,Periphery,Hubs
URYVR,AVAR,1,Periphery,Hubs
URYVR,AVBL,1,Periphery,Hubs
URYVR,AVBR,1,Periphery,Hubs
URYVR,AVDL,3,Periphery,Hubs
URYVR,AVDR,3,Periphery,Hubs
URYVR,SABD,2,Periphery,Sensory core
URYVR,SABVL,2,Periphery,Sensory core
URYVR,SABVR,2,Periphery,Sensory core
URYVR,RIML,1,Periphery,Sensory core
URYVR,RIMR,1,Periphery,Sensory core
URYVR,RMDDL,1,Periphery,Sensory core
URYVR,RMDDR,1,Periphery,Sensory core
URYVR,RMDVL,1,Periphery,Sensory core
URYVR,RMDVR,1,Periphery,Sensory core
URYVR,RMED,1,Periphery,Hubs
URYVR,RMEV,1,Periphery,Hubs
URYVR,RMFL,1,Periphery,Sensory core
URYVR,RMFR,1,Periphery,Sensory core
URYVR,RMHL,1,Periphery,Sensory core
URYVR,RMHR,1,Periphery,Sensory core
URYVR,SMBDL,1,Periphery,Periphery
URYVR,SMBDR,1,Periphery,Periphery
URYVR,SMBVL,1,Periphery,Periphery
URYVR,SMBVR,1,Periphery,Periphery
URYVR,SMDDL,1,Periphery,Hubs
URYVR,SMDDR,1,Periphery,Hubs
URYVR,SMDVL,1,Periphery,Hubs
URYVR,SMDVR,1,Periphery,Hubs
URYVR,URADL,1,Periphery,Periphery
URYVR,URADR,1,Periphery,Periphery
URYVR,URAVL,1,Periphery,Periphery
URYVR,URAVR,1,Periphery,Periphery
URYVR,DA01,3,Periphery,Hubs
URYVR,DA02,3,Periphery,Hubs
URYVR,DA03,3,Periphery,Hubs
URYVR,DA04,3,Periphery,Hubs
URYVR,DB01,2,Periphery,Hubs
URYVR,DB02,2,Periphery,Hubs
URYVR,AS01,1,Periphery,Hubs
URYVR,AS02,1,Periphery,Hubs
URYVR,DD01,1,Periphery,Periphery
URYVR,VA01,2,Periphery,Hubs
URYVR,VA02,2,Periphery,Hubs
URYVR,VA03,2,Periphery,Hubs
URYVR,VA04,2,Periphery,Hubs
URYVR,VB01,1,Periphery,Hubs
URYVR,VB02,2,Periphery,Hubs
URYVR,VD01,1,Periphery,Periphery
URYVR,VD02,1,Periphery,Periphery
URYVR,HSNL,2,Periphery,Hubs
URYVR,HSNR,2,Periphery,Hubs
AQR,I1L,4,Sensory core,Sensory core
AQR,I1R,4,Sensory core,Sensory core
AQR,I3,3,Sensory core,Sensory core
AQR,I4,1,Sensory core,Sensory core
AQR,I5,2,Sensory core,Sensory core
AQR,M1,2,Sensory core,Sensory core
AQR,M3L,1,Sensory core,Periphery
